default_trial, 000021, 94, 127, GVWY, 6, 6, 1.000000, SHVR, 0, 6, 0.000000, SNPR, 0, 3, 0.000000, ZIC, 0, 3, 0.000000, ZIP, 11, 6, 1.833333, 
default_trial, 000026, 97, 127, GVWY, 17, 6, 2.833333, SHVR, 0, 6, 0.000000, SNPR, 0, 3, 0.000000, ZIC, 0, 3, 0.000000, ZIP, 11, 6, 1.833333, 
default_trial, 000044, 107, 127, GVWY, 42, 6, 7.000000, SHVR, 0, 6, 0.000000, SNPR, 0, 3, 0.000000, ZIC, 0, 3, 0.000000, ZIP, 11, 6, 1.833333, 
default_trial, 000056, 122, 143, GVWY, 42, 6, 7.000000, SHVR, 11, 6, 1.833333, SNPR, 0, 3, 0.000000, ZIC, 5, 3, 1.666667, ZIP, 11, 6, 1.833333, 
default_trial, 000072, 114, 156, GVWY, 42, 6, 7.000000, SHVR, 16, 6, 2.666667, SNPR, 0, 3, 0.000000, ZIC, 5, 3, 1.666667, ZIP, 11, 6, 1.833333, 
default_trial, 000118, 117, 129, GVWY, 42, 6, 7.000000, SHVR, 16, 6, 2.666667, SNPR, 0, 3, 0.000000, ZIC, 11, 3, 3.666667, ZIP, 11, 6, 1.833333, 
default_trial, 000122, 117, 129, GVWY, 42, 6, 7.000000, SHVR, 16, 6, 2.666667, SNPR, 0, 3, 0.000000, ZIC, 11, 3, 3.666667, ZIP, 41, 6, 6.833333, 
default_trial, 000131, 117, 139, GVWY, 42, 6, 7.000000, SHVR, 16, 6, 2.666667, SNPR, 0, 3, 0.000000, ZIC, 32, 3, 10.666667, ZIP, 59, 6, 9.833333, 
default_trial, 000168, 140, 147, GVWY, 42, 6, 7.000000, SHVR, 40, 6, 6.666667, SNPR, 0, 3, 0.000000, ZIC, 32, 3, 10.666667, ZIP, 59, 6, 9.833333, 
default_trial, 000168, 132, 147, GVWY, 63, 6, 10.500000, SHVR, 40, 6, 6.666667, SNPR, 0, 3, 0.000000, ZIC, 32, 3, 10.666667, ZIP, 59, 6, 9.833333, 
default_trial, 000171, 132, 167, GVWY, 63, 6, 10.500000, SHVR, 63, 6, 10.500000, SNPR, 0, 3, 0.000000, ZIC, 32, 3, 10.666667, ZIP, 59, 6, 9.833333, 
default_trial, 000172, 117, 167, GVWY, 63, 6, 10.500000, SHVR, 63, 6, 10.500000, SNPR, 0, 3, 0.000000, ZIC, 32, 3, 10.666667, ZIP, 74, 6, 12.333333, 
default_trial, 000184, 133, 162, GVWY, 77, 6, 12.833333, SHVR, 63, 6, 10.500000, SNPR, 0, 3, 0.000000, ZIC, 32, 3, 10.666667, ZIP, 74, 6, 12.333333, 
default_trial, 000191, 82, 185, GVWY, 77, 6, 12.833333, SHVR, 63, 6, 10.500000, SNPR, 0, 3, 0.000000, ZIC, 32, 3, 10.666667, ZIP, 97, 6, 16.166667, 
default_trial, 000210, 138, 147, GVWY, 77, 6, 12.833333, SHVR, 101, 6, 16.833333, SNPR, 0, 3, 0.000000, ZIC, 32, 3, 10.666667, ZIP, 97, 6, 16.166667, 
default_trial, 000215, 103, 147, GVWY, 88, 6, 14.666667, SHVR, 101, 6, 16.833333, SNPR, 0, 3, 0.000000, ZIC, 32, 3, 10.666667, ZIP, 106, 6, 17.666667, 
default_trial, 000235, 132, 145, GVWY, 88, 6, 14.666667, SHVR, 127, 6, 21.166667, SNPR, 0, 3, 0.000000, ZIC, 32, 3, 10.666667, ZIP, 106, 6, 17.666667, 
default_trial, 000243, 132, 145, GVWY, 91, 6, 15.166667, SHVR, 127, 6, 21.166667, SNPR, 0, 3, 0.000000, ZIC, 32, 3, 10.666667, ZIP, 106, 6, 17.666667, 
default_trial, 000247, 119, 146, GVWY, 93, 6, 15.500000, SHVR, 127, 6, 21.166667, SNPR, 0, 3, 0.000000, ZIC, 32, 3, 10.666667, ZIP, 106, 6, 17.666667, 
default_trial, 000259, 119, 122, GVWY, 93, 6, 15.500000, SHVR, 140, 6, 23.333333, SNPR, 0, 3, 0.000000, ZIC, 32, 3, 10.666667, ZIP, 126, 6, 21.000000, 
default_trial, 000268, 115, 131, GVWY, 93, 6, 15.500000, SHVR, 164, 6, 27.333333, SNPR, 0, 3, 0.000000, ZIC, 32, 3, 10.666667, ZIP, 134, 6, 22.333333, 
default_trial, 000281, 117, 131, GVWY, 93, 6, 15.500000, SHVR, 172, 6, 28.666667, SNPR, 0, 3, 0.000000, ZIC, 41, 3, 13.666667, ZIP, 134, 6, 22.333333, 
default_trial, 000293, 123, 130, GVWY, 93, 6, 15.500000, SHVR, 193, 6, 32.166667, SNPR, 0, 3, 0.000000, ZIC, 41, 3, 13.666667, ZIP, 134, 6, 22.333333, 
default_trial, 000293, 117, 130, GVWY, 93, 6, 15.500000, SHVR, 215, 6, 35.833333, SNPR, 0, 3, 0.000000, ZIC, 41, 3, 13.666667, ZIP, 134, 6, 22.333333, 
default_trial, 000300, 115, 130, GVWY, 93, 6, 15.500000, SHVR, 215, 6, 35.833333, SNPR, 0, 3, 0.000000, ZIC, 41, 3, 13.666667, ZIP, 134, 6, 22.333333, 
